value,count
00296034,1
00296035,1
00296036,1
00296038,1
00296039,1
00296040,1
00296041,1
00296042,1
00296043,1
00296044,1
00296045,1
00296046,1
00296047,1
00296048,1
00296049,1
00296050,1
00296051,1
00296052,1
00296053,1
00296054,1
00296055,1
00296056,1
00296057,1
00296058,1
00296059,1
00296060,1
00296061,1
00296062,1
00296063,1
00296064,1
00296065,1
00332588,1
00332589,1
00332590,1
00332591,1
00332592,1
00332593,1
00332594,1
00332595,1
00332596,1
00332597,1
00332598,1
00332599,1
00332600,1
00332601,1
00332602,1
00332603,1
00332604,1
00332605,1
00332606,1
00332607,1
00332608,1
00332609,1
00332610,1
00332611,1
00332612,1
00332613,1
00332614,1
00332615,1
00332616,1
00332617,1
00332618,1
00332619,1
00332620,1
00332621,1
00332622,1
00332623,1
00332624,1
00332625,1
00332626,1
00332627,1
00332628,1
00332629,1
00332630,1
00332631,1
00332632,1
00332633,1
00332634,1
00332635,1
00332636,1
00332637,1
00332638,1
00332639,1
00332640,1
00332641,1
00332642,1
00332643,1
00332644,1
00332645,1
00332646,1
00332647,1
00332648,1
00332649,1
00332650,1
00332651,1
00332652,1
00332653,1
00332654,1
00332655,1
00332656,1
00332657,1
00332658,1
00332659,1
00332660,1
00332661,1
00332662,1
00332663,1
00332664,1
00332665,1
00332666,1
00332667,1
00332668,1
00332669,1
00332670,1
00332671,1
00332672,1
00332673,1
00332674,1
00332675,1
00332676,1
00332677,1
00332678,1
00332679,1
00332680,1
00332681,1
00332682,1
00332683,1
00332684,1
00332685,1
00332686,1
00332687,1
00332688,1
00332689,1
00332690,1
00332691,1
00332692,1
00332693,1
00332694,1
00332695,1
00332696,1
00332697,1
00332698,1
00332699,1
00332700,1
00332701,1
00332702,1
00332703,1
00332706,1
00332707,1
00332708,1
00332709,1
00332710,1
00332711,1
00332712,1
00332713,1
00332714,1
00332716,1
00332720,1
00332721,1
00332722,1
00332724,1
00332725,1
00332728,1
00332732,1
00332733,1
00332734,1
00332735,1
00332736,1
00332741,1
00332742,1
00332743,1
00332744,1
00332748,1
00332757,1
00332758,1
00332760,1
00332761,1
00332762,1
00332763,1
00332764,1
00332765,1
00332767,1
00332768,1
00332774,1
00332775,1
00332776,1
00332777,1
00332778,1
00332779,1
00332780,1
00332781,1
00332782,1
00332783,1
00332784,1
00332785,1
00332786,1
00332787,1
00332788,1
00332789,1
00332790,1
00332791,1
00332792,1
00332793,1
00332794,1
00332795,1
00332808,1
00332809,1
00332810,1
00332811,1
00332812,1
00332813,1
00332814,1
00332815,1
00332816,1
00332817,1
00332818,1
00332819,1
00332820,1
00332821,1
00332822,1
00332823,1
00332824,1
00332825,1
00332826,1
00332827,1
00332828,1
00332829,1
00332830,1
00332831,1
00332833,1
00332834,1
00332835,1
00332836,1
00332837,1
00332838,1
00332839,1
00332840,1
00332841,1
00332842,1
00332843,1
00332844,1
00332845,1
00332846,1
00332847,1
00332848,1
00332849,1
00332850,1
00332851,1
00332852,1
00332853,1
00332854,1
00332855,1
00332856,1
00332857,1
00332858,1
00332859,1
00332860,1
00332861,1
00332862,1
00332863,1
00332864,1
00332865,1
00332866,1
00332867,1
00332868,1
00332869,1
00332870,1
00332871,1
00332872,1
00332873,1
00332874,1
00332875,1
00332876,1
00332877,1
00332878,1
00332879,1
00332880,1
00332881,1
00332882,1
00332883,1
00332884,1
00332885,1
00332886,1
00332887,1
00332888,1
00332889,1
00332890,1
00332891,1
00332892,1
00332893,1
00332894,1
00332895,1
00332896,1
00332897,1
00332898,1
00332899,1
00332900,1
00332901,1
00332902,1
00332903,1
00332904,1
00332905,1
00332906,1
00332907,1
00332908,1
00332909,1
00332910,1
00332911,1
00332912,1
00332913,1
00332914,1
00332915,1
00332916,1
00332917,1
00332918,1
00332919,1
00332920,1
00332921,1
00332922,1
00332923,1
00332924,1
00332925,1
00332926,1
00332927,1
00332928,1
00332929,1
00332930,1
00332931,1
00332932,1
00332933,1
00332934,1
00332935,1
00332936,1
00332937,1
00332938,1
00332939,1
00332940,1
00332941,1
00332942,1
00332943,1
00332944,1
00332945,1
00332946,1
00332947,1
00332948,1
00332949,1
00332950,1
00332951,1
00332952,1
00332953,1
00332954,1
00332955,1
00332956,1
00332957,1
00332958,1
00332959,1
00332960,1
00332961,1
00332962,1
00332963,1
00332964,1
00332965,1
00332966,1
00332967,1
00332968,1
00332969,1
00332970,1
00332971,1
00332972,1
00332973,1
00332974,1
00332975,1
00332976,1
00332977,1
00332978,1
00332979,1
00332980,1
00332981,1
00332982,1
00332983,1
00332984,1
00332985,1
00332986,1
00332987,1
00332988,1
00332989,1
00332990,1
00332991,1
00332992,1
00332993,1
00332994,1
00332995,1
00332996,1
00332997,1
00332998,1
00332999,1
00333000,1
00333001,1
00333002,1
00333003,1
00333004,1
00333005,1
00333006,1
00333007,1
00333008,1
00333009,1
00333010,1
00333011,1
00333012,1
00333013,1
00333014,1
00333015,1
00333016,1
00333017,1
00333018,1
00333019,1
00333020,1
00333022,1
00333023,1
00333024,1
00333025,1
00333026,1
00333027,1
00333028,1
00333029,1
00333030,1
00333031,1
00333032,1
00333033,1
00333034,1
00333035,1
00333036,1
00333037,1
00333038,1
00333039,1
00333040,1
00333041,1
00333042,1
00333043,1
00333044,1
00333045,1
00333046,1
00333047,1
00333048,1
00333049,1
00333050,1
00333051,1
00333052,1
00333053,1
00333058,1
00333059,1
00333060,1
00333061,1
00333078,1
00333079,1
00333080,1
00333081,1
00333082,1
00333083,1
00333084,1
00333085,1
00333086,1
00333087,1
00333088,1
00333089,1
00333090,1
00333091,1
00333092,1
00333093,1
00333094,1
00333095,1
00333096,1
00333097,1
00333098,1
00333099,1
00333100,1
00333101,1
00333102,1
00333103,1
00333104,1
00333105,1
00333106,1
00333107,1
00333108,1
00333109,1
00333110,1
00333111,1
00333112,1
00333113,1
00333114,1
00333115,1
00333116,1
00333117,1
00333118,1
00333119,1
00333120,1
00333121,1
00333122,1
00333123,1
00333124,1
00333125,1
00333126,1
00333127,1
00333128,1
00333129,1
00333130,1
00333131,1
00333132,1
00333133,1
00333134,1
00333135,1
00333136,1
00333137,1
00333138,1
00333139,1
00333140,1
00333141,1
00333142,1
00333143,1
00333144,1
00333145,1
00333146,1
00333147,1
00333148,1
00333149,1
00333150,1
00333151,1
00333152,1
00333153,1
00333154,1
00333155,1
00333156,1
00333157,1
00333158,1
00333159,1
00333160,1
00333161,1
00333162,1
00333163,1
00333164,1
00333165,1
00333166,1
00333167,1
00333168,1
00333169,1
00333170,1
00333171,1
00333172,1
00333173,1
00333174,1
00333175,1
00333176,1
00333177,1
00333178,1
00333179,1
00333199,1
00333204,1
00333206,1
00333207,1
00333208,1
00333209,1
00333210,1
00333211,1
00333212,1
00333213,1
00333214,1
00333215,1
00333216,1
00333217,1
00333218,1
00333219,1
00333220,1
00333221,1
00333222,1
00333223,1
00333224,1
00333225,1
00333226,1
00333227,1
00333228,1
00333229,1
00333230,1
00333231,1
00333232,1
00333233,1
00333234,1
00333237,1
00333238,1
00333239,1
00333240,1
00333241,1
00333242,1
00333243,1
00333244,1
00333245,1
00333246,1
00333248,1
00333249,1
00333250,1
00333251,1
00333252,1
00333253,1
00333254,1
00333255,1
00333256,1
00333257,1
00333258,1
00333259,1
00333260,1
00333261,1
00333262,1
00333263,1
00333264,1
00333265,1
00333266,1
00333267,1
00333268,1
00333269,1
00333270,1
00333271,1
00333272,1
00333273,1
00333274,1
00333275,1
00333276,1
00333277,1
00333278,1
00333279,1
00333280,1
00333281,1
00333282,1
00333283,1
00333284,1
00333285,1
00333286,1
00333287,1
00333289,1
00333290,1
00333291,1
00333292,1
00333293,1
00333294,1
00333295,1
00333296,1
00333297,1
00333298,1
00333299,1
00333300,1
00333301,1
00333302,1
00333303,1
00333304,1
00333305,1
00333306,1
00333307,1
00333308,1
00333309,1
00333310,1
00333311,1
00333312,1
00333313,1
00333314,1
00333315,1
00333316,1
00333317,1
00333318,1
00333319,1
00333320,1
00333321,1
00333322,1
00333323,1
00333324,1
00333325,1
00333326,1
00333327,1
00333328,1
00333329,1
00333330,1
00333331,1
00333332,1
00333333,1
00333334,1
00333335,1
00333336,1
00333337,1
00333338,1
00333339,1
00333340,1
00333341,1
00333342,1
00333343,1
00333344,1
00333345,1
00333346,1
00333347,1
00333348,1
00333349,1
00333350,1
00333351,1
00333352,1
00333353,1
00333354,1
00333355,1
00333356,1
00333357,1
00333358,1
00333359,1
00333360,1
00333361,1
00333362,1
00333363,1
00333364,1
00333365,1
00333366,1
00333367,1
00333368,1
00333369,1
00333370,1
00333371,1
00333372,1
00333373,1
00333374,1
00333375,1
00333377,1
00333419,1
00333434,1
00333435,1
00333436,1
00333437,1
00333438,1
00333440,1
00333441,1
00333442,1
00333443,1
00333444,1
00333445,1
00333446,1
00333447,1
00333448,1
00333449,1
00333451,1
