value,count
Bled,10
Bois,20
Cendre,2
Charbon de bois,4
Charbon de terre,2
Chaux,2
Diverses marchandises,3
Eau-de-vie,24
Fromage,2
Froment,16
Fèves,2
Graines de lin,2
Grains,4
Lard salé,2
Lenne [Laine],3
Lentilles,4
Merein [merrain],2
Merrain,2
Noix,2
Pierres,3
Pêche de la Sardine,8
Résine,3
Sel pour la pêche,3
Sucre,4
Verre cassé,2
ail,14
autres marchandises permises,20
autres ustensilles provenant de la péche,4
avec son reste [reste de marchandises],3
avoine,4
baillarge,3
beurre,3
bled,8
bled froment,3
bleds,2
blé baillarge,3
bois,21
bois de charpente,4
bois de construction,20
bois de navires,3
bois merrain,2
bois à bruler,8
bois à brûler,52
bordage,2
buche,4
buches,29
cercles,2
chanvres,3
charbon,12
diverses marchandises permises,2
eau de vie,21
eau-de-vie,2
en lest,18
etoupe,2
fagots,97
farine,4
feaves [fèves],2
feuillard,8
fourages,6
futailles,15
futailles vides,3
futs vides,3
fèves,12
goudron,2
hardes,2
hardes de mer,2
huitres,2
lest,19
marchandises,6
marchandises provenant d' avarie de navire,3
merein,2
merin,3
merrain,2
merrains,3
merrein,2
minots,6
moutarde,2
oignon,6
pacotille,2
peche du poisson [frais],1
pierres,3
pierres ardoises,3
planches,33
pommes,3
poterie,2
potteries,2
pour faire la pêche,2
prendre de la sardine [pêche à la sardine],2
pèche du poisson [frais],42
pèche du poisson frais,6
pêche [au possion frais],1
pêche de la morue verte,12
restant de marchandise,2
restant de sa cargaison,2
salaison,7
sandre [cendres],6
sardines,10
sel,91
serises [cerises],2
son beurre [reste de cargaison],6
son lest,12
son reste [de cargaison],3
son reste [de chaux],3
soudes,4
tuilles,3
turbes,3
ustensiles pour la pêche à la morue verte,14
verge de moulin,2
vide,12536
vieux fer,3
vin,127
vin pour son lest,3
vinaigre,13
vinatrie,3
vivres,18
voile,2
à l' aventure,13
à vide,198
échalote,8
échalotte,4
