value,count
Ail,12
Avoine,10
Beurre,53
Biscuits,13
Bière,2
Blé,66
Bois,327
Bois de chauffage,6
Bois de construction,90
Bois merrain,65
Bois à brûler,254
Bouteilles ,18
Briques,2
Café,4
Canons,4
Carreaux,2
Cendre,54
Cendre de varech,14
Cercles,2
Chanvre,14
Charbon,50
Charbon de bois,25
Charbon de terre,6
Chaux,195
Copeaux et pièces de bois,2
Coton,2
Cuivre,2
Diverses marchandises,75
Eau-de-vie,256
Echalotte,4
Fagots,76
Farine,88
Faïence,6
Fer,7
Feuillard,76
Fourrage,10
Fromage,2
Froment,175
Fruits,2
Fumier,2
Futailles vides,90
Fèves,112
Goudron,3
Grain,312
Graines de lin,6
Gréments de navire,8
Huile,4
Huile de poisson,2
Huitres,4
Laine,2
Lentilles,10
Lest,1386
Lin,2
Marchandises,2
Marchandises d'un naufrage,4
Marchandises permises,27
Marchandises pour la traite négrière,4
Meubles,11
Meule de moulin,2
Morue sèche,4
Morue verte,32
Moules ,8
Moutarde,4
Méture,5
Oignons,34
Orge,18
Passagers,2
Peaux de bœuf,3
Pierre de taille,8
Pierres,12
Planches,190
Plâtre,2
Pois,2
Poisson,2
Poisson sec,2
Pommes,3
Poterie,4
Poudre à canon,4
Pêche au poisson frais,112
Pêche des moules,6
Pêche des moules et du poisson frais,2
Pêche à la morue,23
Pêche à la sardine,57
Résine,4
Salaisons,2
Sardines,17
Sardines pressées de Bretagne,2
Sardines salées,10
Savon,3
Seigle,6
Sel,4140
Son,8
Soude,38
Sucre,4
Suif,2
Terre,4
Terre de Broue [pour verrerie],15
Ustensiles de pêche,8
Vaches,6
Vesces,4
Vide,903
Vieux cordages,2
Vin,435
Vinaigre,48
Vinatérie,16
Vivres,46
vide,3497
à l'aventure,6
