value,count
Apple,3
Ashes,54
Ashes (seaweed),14
Ballast,1386
Barley,18
Beer,2
Biscuit,13
Bottle,18
Bran,8
Brandy,256
Bricks,2
Broad bean,112
Broue earth [for glassmaking],15
Building stone,8
Butter,53
Cannon,4
Cask (empty),90
Charcoal,25
Cheese,2
Coal,50
Coastal fishing,112
Coastal tramping,6
Coffee,4
Copper,2
Cotton,2
Cow,6
Dry fish,2
Dryed cod,4
Earth,4
Earth coal,6
Earthenware,4
Empty,903
Faggots,76
Faience,6
Firewood,254
Firewood (heating),6
Fish,2
Fish oil,2
Fishing (cod),23
Fishing (mussel),6
Fishing (pilchard),57
Fishing implements,8
Flax,2
Flour,88
Fodder,10
Food,46
Fruit,2
Furniture,11
Garlic,12
Goods,2
Grain,312
Grass pea,4
Green cod,32
Gunpowder,4
Hemp,14
Hoop wood,76
Hoops,2
Iron,7
Lentils,10
Lime,195
Linseed,6
Manure,2
Maslin,5
Millstone,2
Mixed breverage (generic),16
Mussel and coastal fishing,2
Mussels,8
Mustard,4
Oats,10
Oil,4
Onions,34
Oysters,4
Passenger,2
Peas,2
Pilchard,17
Plank,190
Plaster,2
Pressed pilchard,2
Resin,4
Rope (wasted),2
Rye,6
Salt,4140
Salted food products,2
Salted pilchard,10
Shallot,4
Shipwreck belongings,4
Skin (oxen),3
Slave trade cargo,4
Soap,3
Soda,38
Stave wood,65
Stone,12
Stone tiles,2
Sugar,4
Sundries,75
Sundries (allowed),27
Tallow,2
Tar,3
Timber,90
Vessel rigging,8
Vinegar,48
Wheat,241
Wine,435
Wood,327
Wood piece or chip,2
Wool,2
vide,3497
